IID	pwm	Domain_EnsPID	Interaction_EnsPID	Start	End	Score	Type
67755	PAK1	ENSP00000348696	ENSP00000446486	190	204	0.82	MT
67756	PAK1	ENSP00000348696	ENSP00000288912	972	986	0.79	MT
67757	PAK1	ENSP00000348696	ENSP00000419794	29	43	0.79	MT
67758	PAK1	ENSP00000348696	ENSP00000360821	325	339	0.79	MT
67759	PAK1	ENSP00000348696	ENSP00000428703	332	346	0.07	MT
67760	PAK1	ENSP00000348696	ENSP00000193403	730	744	0.1	MT
67761	PAK1	ENSP00000348696	ENSP00000421536	34	48	0.82	MT
67762	PAK1	ENSP00000348696	ENSP00000418900	31	45	0.64	MT
67763	PAK1	ENSP00000348696	ENSP00000379861	326	340	0.79	MT
67764	PAK1	ENSP00000348696	ENSP00000396519	496	510	0.78	MT
67765	PAK1	ENSP00000348696	ENSP00000359638	344	358	0.12	MT
67766	PAK1	ENSP00000348696	ENSP00000387634	386	400	0.78	MT
67767	PAK1	ENSP00000348696	ENSP00000344162	398	412	0.09	MT
67768	PAK1	ENSP00000348696	ENSP00000435423	72	86	0.81	MT
67769	PAK1	ENSP00000348696	ENSP00000428604	705	719	0.8	MT
67771	PAK1	ENSP00000348696	ENSP00000444277	551	565	0.84	MT
67772	PAK1	ENSP00000348696	ENSP00000451805	152	166	0.15	MT
67773	PAK1	ENSP00000348696	ENSP00000394524	1023	1037	0.8	MT
67774	PAK1	ENSP00000348696	ENSP00000443870	550	564	0.79	MT
67775	PAK1	ENSP00000348696	ENSP00000440292	268	282	0.78	MT
67776	PAK1	ENSP00000348696	ENSP00000379678	504	518	0.8	MT
67777	PAK1	ENSP00000348696	ENSP00000390395	333	347	0.8	MT
67778	PAK1	ENSP00000348696	ENSP00000438926	1182	1196	0.1	MT
67779	PAK1	ENSP00000348696	ENSP00000417909	428	442	0.79	MT
67780	PAK1	ENSP00000348696	ENSP00000441463	177	191	0.79	MT
67781	PAK1	ENSP00000348696	ENSP00000324687	84	98	0.62	MT
67782	PAK1	ENSP00000348696	ENSP00000322159	NA	NA	0.83	MT
67783	PAK1	ENSP00000348696	ENSP00000383303	1796	1810	0.15	MT
67784	PAK1	ENSP00000348696	ENSP00000375928	1561	1575	0.83	MT
67785	PAK1	ENSP00000348696	ENSP00000461426	477	491	0.85	MT
67787	PAK1	ENSP00000348696	ENSP00000429283	1699	1713	0.72	MT
67788	PAK1	ENSP00000348696	ENSP00000297071	11	25	0.79	MT
67789	PAK1	ENSP00000348696	ENSP00000370589	NA	NA	0.1	MT
67790	PAK1	ENSP00000348696	ENSP00000222584	129	143	0.09	MT
67791	PAK1	ENSP00000348696	ENSP00000396103	216	230	0.8	MT
67792	PAK1	ENSP00000348696	ENSP00000369129	1834	1848	0.85	MT
67793	PAK1	ENSP00000348696	ENSP00000249598	395	409	0.12	MT
67794	PAK1	ENSP00000348696	ENSP00000432784	176	190	0.11	MT
67795	PAK1	ENSP00000348696	ENSP00000458230	597	611	0.88	MT
67797	PAK1	ENSP00000348696	ENSP00000404570	1699	1713	0.89	MT
67798	PAK1	ENSP00000348696	ENSP00000425222	868	882	0.15	MT
67799	PAK1	ENSP00000348696	ENSP00000227348	288	302	0.08	MT
67800	PAK1	ENSP00000348696	ENSP00000342800	200	214	0.78	MT
67801	PAK1	ENSP00000348696	ENSP00000230510	8	22	0.1	MT
67802	PAK1	ENSP00000348696	ENSP00000358415	50	64	0.82	MT
67803	PAK1	ENSP00000348696	ENSP00000267101	1116	1130	0.81	MT
67804	PAK1	ENSP00000348696	ENSP00000350770	1019	1033	0.08	MT
67805	PAK1	ENSP00000348696	ENSP00000378228	731	745	0.86	MT
67807	PAK1	ENSP00000348696	ENSP00000258654	504	518	0.61	MT
67808	PAK1	ENSP00000348696	ENSP00000464393	568	582	0.16	MT
67809	PAK1	ENSP00000348696	ENSP00000333854	130	144	0.78	MT
67810	PAK1	ENSP00000348696	ENSP00000384967	210	224	0.81	MT
67811	PAK1	ENSP00000348696	ENSP00000296220	36	50	0.13	MT
67812	PAK1	ENSP00000348696	ENSP00000355192	1750	1764	0.86	MT
67813	PAK1	ENSP00000348696	ENSP00000356239	940	954	0.81	MT
67814	PAK1	ENSP00000348696	ENSP00000456241	592	606	0.81	MT
67815	PAK1	ENSP00000348696	ENSP00000471709	282	296	0.79	MT
67816	PAK1	ENSP00000348696	ENSP00000363095	267	281	0.81	MT
67817	PAK1	ENSP00000348696	ENSP00000158526	269	283	0.8	MT
67818	PAK1	ENSP00000348696	ENSP00000412382	699	713	0.83	MT
67819	PAK1	ENSP00000348696	ENSP00000444277	571	585	0.79	MT
67820	PAK1	ENSP00000348696	ENSP00000395672	NA	NA	0.88	MT
67821	PAK1	ENSP00000348696	ENSP00000385442	1335	1349	0.9	MT
67822	PAK1	ENSP00000348696	ENSP00000450945	323	337	0.78	MT
67823	PAK1	ENSP00000348696	ENSP00000383227	NA	NA	0.79	MT
67824	PAK1	ENSP00000348696	ENSP00000434583	744	758	0.8	MT
67825	PAK1	ENSP00000348696	ENSP00000339109	326	340	0.81	MT
67827	PAK1	ENSP00000348696	ENSP00000311684	368	382	0.79	MT
67828	PAK1	ENSP00000348696	ENSP00000426459	237	251	0.1	MT
67829	PAK1	ENSP00000348696	ENSP00000446644	1441	1455	0.82	MT
67830	PAK1	ENSP00000348696	ENSP00000438752	475	489	0.12	MT
67831	PAK1	ENSP00000348696	ENSP00000355000	134	148	0.15	MT
67832	PAK1	ENSP00000348696	ENSP00000310827	936	950	0.83	MT
67833	PAK1	ENSP00000348696	ENSP00000334418	254	268	0.79	MT
67834	PAK1	ENSP00000348696	ENSP00000412646	225	239	0.77	MT
67835	PAK1	ENSP00000348696	ENSP00000335044	619	633	0.85	MT
67836	PAK1	ENSP00000348696	ENSP00000431014	519	533	0.1	MT
67837	PAK1	ENSP00000348696	ENSP00000258349	765	779	0.63	MT
67838	PAK1	ENSP00000348696	ENSP00000464400	947	961	0.85	MT
67839	PAK1	ENSP00000348696	ENSP00000380652	745	759	0.81	MT
67840	PAK1	ENSP00000348696	ENSP00000390681	121	135	0.81	MT
67841	PAK1	ENSP00000348696	ENSP00000429346	157	171	0.13	MT
67842	PAK1	ENSP00000348696	ENSP00000392086	648	662	0.81	MT
67843	PAK1	ENSP00000348696	ENSP00000424862	403	417	0.88	MT
67844	PAK1	ENSP00000348696	ENSP00000451392	1421	1435	0.83	MT
67845	PAK1	ENSP00000348696	ENSP00000401674	105	119	0.77	MT
67846	PAK1	ENSP00000348696	ENSP00000297071	31	45	0.11	MT
67847	PAK1	ENSP00000348696	ENSP00000339933	285	299	0.83	MT
67848	PAK1	ENSP00000348696	ENSP00000458314	797	811	0.06	MT
67849	PAK1	ENSP00000348696	ENSP00000434408	633	647	0.87	MT
67850	PAK1	ENSP00000348696	ENSP00000451434	466	480	0.19	MT
67851	PAK1	ENSP00000348696	ENSP00000453876	70	84	0.78	MT
67852	PAK1	ENSP00000348696	ENSP00000363708	970	984	0.79	MT
67853	PAK1	ENSP00000348696	ENSP00000395936	177	191	0.8	MT
67854	PAK1	ENSP00000348696	ENSP00000473927	258	272	0.84	MT
67855	PAK1	ENSP00000348696	ENSP00000365588	1651	1665	0.12	MT
67857	PAK1	ENSP00000348696	ENSP00000446099	168	182	0.84	MT
67858	PAK1	ENSP00000348696	ENSP00000390987	952	966	0.8	MT
67859	PAK1	ENSP00000348696	ENSP00000440047	530	544	0.87	MT
67860	PAK1	ENSP00000348696	ENSP00000251038	274	288	0.79	MT
67861	PAK1	ENSP00000348696	ENSP00000462718	963	977	0.8	MT
67862	PAK1	ENSP00000348696	ENSP00000413495	313	327	0.88	MT
67863	PAK1	ENSP00000348696	ENSP00000242257	49	63	0.83	MT
67864	PAK1	ENSP00000348696	ENSP00000390024	77	91	0.87	MT
67865	PAK1	ENSP00000348696	ENSP00000421922	240	254	0.14	MT
67866	PAK1	ENSP00000348696	ENSP00000432423	1035	1049	0.82	MT
67867	PAK1	ENSP00000348696	ENSP00000261584	482	496	0.64	MT
67868	PAK1	ENSP00000348696	ENSP00000412685	670	684	0.89	MT
67869	PAK1	ENSP00000348696	ENSP00000268919	106	120	0.81	MT
67870	PAK1	ENSP00000348696	ENSP00000435932	1061	1075	0.84	MT
67871	PAK1	ENSP00000348696	ENSP00000406601	587	601	0.13	MT
67872	PAK1	ENSP00000348696	ENSP00000328671	384	398	0.87	MT
67873	PAK1	ENSP00000348696	ENSP00000299341	NA	NA	0.11	MT
67874	PAK1	ENSP00000348696	ENSP00000468679	383	397	0.79	MT
67875	PAK1	ENSP00000348696	ENSP00000357798	NA	NA	0.08	MT
67876	PAK1	ENSP00000348696	ENSP00000251119	758	772	0.8	MT
67877	PAK1	ENSP00000348696	ENSP00000414742	1399	1413	0.85	MT
67878	PAK1	ENSP00000348696	ENSP00000426147	331	345	0.85	MT
67879	PAK1	ENSP00000348696	ENSP00000349359	20	34	0.78	MT
67880	PAK1	ENSP00000348696	ENSP00000465268	867	881	0.1	MT
67881	PAK1	ENSP00000348696	ENSP00000398508	1158	1172	0.1	MT
67883	PAK1	ENSP00000348696	ENSP00000430383	898	912	0.86	MT
67884	PAK1	ENSP00000348696	ENSP00000307541	1220	1234	0.81	MT
67885	PAK1	ENSP00000348696	ENSP00000400365	1362	1376	0.84	MT
67886	PAK1	ENSP00000348696	ENSP00000439620	352	366	0.09	MT
67887	PAK1	ENSP00000348696	ENSP00000451392	1565	1579	0.81	MT
67889	PAK1	ENSP00000348696	ENSP00000402046	448	462	0.82	MT
67890	PAK1	ENSP00000348696	ENSP00000439576	1873	1887	0.82	MT
67891	PAK1	ENSP00000348696	ENSP00000410488	855	869	0.81	MT
67892	PAK1	ENSP00000348696	ENSP00000216181	1908	1922	0.77	MT
67893	PAK1	ENSP00000348696	ENSP00000466735	281	295	0.8	MT
67894	PAK1	ENSP00000348696	ENSP00000405716	390	404	0.8	MT
67895	PAK1	ENSP00000348696	ENSP00000379486	30	44	0.12	MT
67896	PAK1	ENSP00000348696	ENSP00000362512	919	933	0.79	MT
67897	PAK1	ENSP00000348696	ENSP00000372228	252	266	0.78	MT
67898	PAK1	ENSP00000348696	ENSP00000443505	386	400	0.79	MT
67899	PAK1	ENSP00000348696	ENSP00000379702	250	264	0.8	MT
67900	PAK1	ENSP00000348696	ENSP00000473194	253	267	0.8	MT
67901	PAK1	ENSP00000348696	ENSP00000420231	36	50	0.8	MT
67902	PAK1	ENSP00000348696	ENSP00000333776	257	271	0.78	MT
67903	PAK1	ENSP00000348696	ENSP00000429223	1457	1471	0.83	MT
67904	PAK1	ENSP00000348696	ENSP00000356974	178	192	0.87	MT
67905	PAK1	ENSP00000348696	ENSP00000343298	320	334	0.87	MT
67906	PAK1	ENSP00000348696	ENSP00000451324	2066	2080	0.64	MT
67907	PAK1	ENSP00000348696	ENSP00000357292	132	146	0.88	MT
67908	PAK1	ENSP00000348696	ENSP00000433066	19	33	0.83	MT
67909	PAK1	ENSP00000348696	ENSP00000278070	1473	1487	0.88	MT
67910	PAK1	ENSP00000348696	ENSP00000336817	39	53	0.8	MT
67911	PAK1	ENSP00000348696	ENSP00000431594	252	266	0.12	MT
67912	PAK1	ENSP00000348696	ENSP00000456237	2447	2461	0.84	MT
67913	PAK1	ENSP00000348696	ENSP00000453359	639	653	0.77	MT
67914	PAK1	ENSP00000348696	ENSP00000349541	306	320	0.82	MT
67915	PAK1	ENSP00000348696	ENSP00000464300	274	288	0.81	MT
67916	PAK1	ENSP00000348696	ENSP00000386510	473	487	0.79	MT
67917	PAK1	ENSP00000348696	ENSP00000386404	445	459	0.81	MT
67918	PAK1	ENSP00000348696	ENSP00000302139	613	627	0.8	MT
67919	PAK1	ENSP00000348696	ENSP00000421504	360	374	0.84	MT
67920	PAK1	ENSP00000348696	ENSP00000406361	701	715	0.79	MT
67922	PAK1	ENSP00000348696	ENSP00000263946	164	178	0.79	MT
67923	PAK1	ENSP00000348696	ENSP00000477342	240	254	0.81	MT
67924	PAK1	ENSP00000348696	ENSP00000384311	1403	1417	0.62	MT
67926	PAK1	ENSP00000348696	ENSP00000444098	431	445	0.82	MT
67927	PAK1	ENSP00000348696	ENSP00000406802	97	111	0.79	MT
67928	PAK1	ENSP00000348696	ENSP00000415211	1479	1493	0.83	MT
67929	PAK1	ENSP00000348696	ENSP00000358063	1014	1028	0.78	MT
67930	PAK1	ENSP00000348696	ENSP00000253699	534	548	0.82	MT
67931	PAK1	ENSP00000348696	ENSP00000369741	228	242	0.86	MT
67932	PAK1	ENSP00000348696	ENSP00000370338	490	504	0.15	MT
67933	PAK1	ENSP00000348696	ENSP00000401662	80	94	0.85	MT
67934	PAK1	ENSP00000348696	ENSP00000366894	301	315	0.76	MT
67935	PAK1	ENSP00000348696	ENSP00000424181	278	292	0.83	MT
67936	PAK1	ENSP00000348696	ENSP00000233969	636	650	0.82	MT
67937	PAK1	ENSP00000348696	ENSP00000339754	178	192	0.84	MT
67938	PAK1	ENSP00000348696	ENSP00000409522	261	275	0.78	MT
67939	PAK1	ENSP00000348696	ENSP00000424910	152	166	0.78	MT
67940	PAK1	ENSP00000348696	ENSP00000361113	330	344	0.8	MT
67941	PAK1	ENSP00000348696	ENSP00000383042	858	872	0.79	MT
67942	PAK1	ENSP00000348696	ENSP00000437327	245	259	0.82	MT
67943	PAK1	ENSP00000348696	ENSP00000446670	487	501	0.84	MT
67944	PAK1	ENSP00000348696	ENSP00000415588	117	131	0.79	MT
67945	PAK1	ENSP00000348696	ENSP00000254821	238	252	0.84	MT
67946	PAK1	ENSP00000348696	ENSP00000367258	26	40	0.81	MT
67947	PAK1	ENSP00000348696	ENSP00000267215	168	182	0.8	MT
67949	PAK1	ENSP00000348696	ENSP00000222584	665	679	0.78	MT
67950	PAK1	ENSP00000348696	ENSP00000433094	942	956	0.81	MT
67951	PAK1	ENSP00000348696	ENSP00000345392	386	400	0.82	MT
67952	PAK1	ENSP00000348696	ENSP00000387788	402	416	0.8	MT
67953	PAK1	ENSP00000348696	ENSP00000306253	1742	1756	0.88	MT
67954	PAK1	ENSP00000348696	ENSP00000433066	19	33	0.83	MT
67955	PAK1	ENSP00000348696	ENSP00000254260	645	659	0.78	MT
67956	PAK1	ENSP00000348696	ENSP00000450986	629	643	0.81	MT
67957	PAK1	ENSP00000348696	ENSP00000399148	748	762	0.1	MT
67958	PAK1	ENSP00000348696	ENSP00000362781	493	507	0.85	MT
67959	PAK1	ENSP00000348696	ENSP00000365529	924	938	0.78	MT
67960	PAK1	ENSP00000348696	ENSP00000261486	438	452	0.8	MT
67961	PAK1	ENSP00000348696	ENSP00000468060	399	413	0.79	MT
67962	PAK1	ENSP00000348696	ENSP00000261034	387	401	0.83	MT
67963	PAK1	ENSP00000348696	ENSP00000421709	322	336	0.8	MT
67964	PAK1	ENSP00000348696	ENSP00000458230	1951	1965	0.9	MT
67965	PAK1	ENSP00000348696	ENSP00000360387	101	115	0.82	MT
67967	PAK1	ENSP00000348696	ENSP00000366284	1434	1448	0.8	MT
67968	PAK1	ENSP00000348696	ENSP00000433066	910	924	0.78	MT
67969	PAK1	ENSP00000348696	ENSP00000263181	827	841	0.83	MT
67970	PAK1	ENSP00000348696	ENSP00000251091	412	426	0.65	MT
67971	PAK1	ENSP00000348696	ENSP00000477342	356	370	0.85	MT
67972	PAK1	ENSP00000348696	ENSP00000450125	1219	1233	0.86	MT
67973	PAK1	ENSP00000348696	ENSP00000339723	387	401	0.82	MT
67974	PAK1	ENSP00000348696	ENSP00000373806	523	537	0.82	MT
67975	PAK1	ENSP00000348696	ENSP00000228567	412	426	0.65	MT
67976	PAK1	ENSP00000348696	ENSP00000475648	2	16	0.13	MT
67977	PAK1	ENSP00000348696	ENSP00000263121	122	136	0.62	MT
67978	PAK1	ENSP00000348696	ENSP00000437392	495	509	0.81	MT
67979	PAK1	ENSP00000348696	ENSP00000389986	340	354	0.82	MT
67980	PAK1	ENSP00000348696	ENSP00000461426	695	709	0.84	MT
67981	PAK1	ENSP00000348696	ENSP00000467233	980	994	0.79	MT
67982	PAK1	ENSP00000348696	ENSP00000357044	430	444	0.81	MT
67983	PAK1	ENSP00000348696	ENSP00000320965	118	132	0.81	MT
67984	PAK1	ENSP00000348696	ENSP00000366782	573	587	0.81	MT
67985	PAK1	ENSP00000348696	ENSP00000300215	271	285	0.86	MT
67986	PAK1	ENSP00000348696	ENSP00000464300	351	365	0.82	MT
67987	PAK1	ENSP00000348696	ENSP00000431267	33	47	0.82	MT
67988	PAK1	ENSP00000348696	ENSP00000458663	224	238	0.79	MT
67989	PAK1	ENSP00000348696	ENSP00000012443	396	410	0.8	MT
67990	PAK1	ENSP00000348696	ENSP00000477342	248	262	0.89	MT
67991	PAK1	ENSP00000348696	ENSP00000409522	261	275	0.78	MT
67992	PAK1	ENSP00000348696	ENSP00000407684	753	767	0.86	MT
67993	PAK1	ENSP00000348696	ENSP00000433841	534	548	0.88	MT
67994	PAK1	ENSP00000348696	ENSP00000391514	608	622	0.13	MT
67995	PAK1	ENSP00000348696	ENSP00000462794	1751	1765	0.77	MT
67996	PAK1	ENSP00000348696	ENSP00000385317	236	250	0.81	MT
67997	PAK1	ENSP00000348696	ENSP00000393596	1859	1873	0.76	MT
67998	PAK1	ENSP00000348696	ENSP00000442969	598	612	0.81	MT
67999	PAK1	ENSP00000348696	ENSP00000467124	26	40	0.85	MT
68000	PAK1	ENSP00000348696	ENSP00000356827	15	29	0.12	MT
68001	PAK1	ENSP00000348696	ENSP00000359203	720	734	0.81	MT
68002	PAK1	ENSP00000348696	ENSP00000348501	430	444	0.78	MT
68003	PAK1	ENSP00000348696	ENSP00000470475	539	553	0.78	MT
68004	PAK1	ENSP00000348696	ENSP00000475539	1792	1806	0.82	MT
68005	PAK1	ENSP00000348696	ENSP00000428248	401	415	0.81	MT
68006	PAK1	ENSP00000348696	ENSP00000355644	194	208	0.79	MT
68007	PAK1	ENSP00000348696	ENSP00000410838	737	751	0.83	MT
68009	PAK1	ENSP00000348696	ENSP00000407796	364	378	0.83	MT
68010	PAK1	ENSP00000348696	ENSP00000315713	395	409	0.82	MT
68012	PAK1	ENSP00000348696	ENSP00000453076	360	374	0.81	MT
68013	PAK1	ENSP00000348696	ENSP00000287727	114	128	0.79	MT
68014	PAK1	ENSP00000348696	ENSP00000323349	281	295	0.81	MT
68015	PAK1	ENSP00000348696	ENSP00000461286	564	578	0.79	MT
68016	PAK1	ENSP00000348696	ENSP00000462679	426	440	0.79	MT
68017	PAK1	ENSP00000348696	ENSP00000460210	427	441	0.79	MT
68018	PAK1	ENSP00000348696	ENSP00000351280	329	343	0.77	MT
68019	PAK1	ENSP00000348696	ENSP00000442832	517	531	0.79	MT
68020	PAK1	ENSP00000348696	ENSP00000373777	674	688	0.77	MT
68021	PAK1	ENSP00000348696	ENSP00000274599	441	455	0.78	MT
68022	PAK1	ENSP00000348696	ENSP00000387875	400	414	0.82	MT
68023	PAK1	ENSP00000348696	ENSP00000428478	391	405	0.81	MT
68024	PAK1	ENSP00000348696	ENSP00000259395	556	570	0.78	MT
68025	PAK1	ENSP00000348696	ENSP00000438048	539	553	0.78	MT
68026	PAK1	ENSP00000348696	ENSP00000434029	814	828	0.8	MT
68027	PAK1	ENSP00000348696	ENSP00000385317	236	250	0.81	MT
68028	PAK1	ENSP00000348696	ENSP00000458230	1133	1147	0.81	MT
68029	PAK1	ENSP00000348696	ENSP00000335565	194	208	0.12	MT
68030	PAK1	ENSP00000348696	ENSP00000326101	568	582	0.12	MT
68031	PAK1	ENSP00000348696	ENSP00000431594	245	259	0.82	MT
68032	PAK1	ENSP00000348696	ENSP00000475648	554	568	0.8	MT
68033	PAK1	ENSP00000348696	ENSP00000366275	526	540	0.77	MT
68035	PAK1	ENSP00000348696	ENSP00000360582	44	58	0.09	MT
68036	PAK1	ENSP00000348696	ENSP00000378851	8	22	0.1	MT
68038	PAK1	ENSP00000348696	ENSP00000416636	324	338	0.81	MT
68039	PAK1	ENSP00000348696	ENSP00000242351	291	305	0.81	MT
68040	PAK1	ENSP00000348696	ENSP00000475384	756	770	0.11	MT
68041	PAK1	ENSP00000348696	ENSP00000410100	897	911	0.87	MT
68042	PAK1	ENSP00000348696	ENSP00000357791	904	918	0.79	MT
68043	PAK1	ENSP00000348696	ENSP00000476462	557	571	0.79	MT
68044	PAK1	ENSP00000348696	ENSP00000358076	900	914	0.81	MT
68045	PAK1	ENSP00000348696	ENSP00000446683	641	655	0.85	MT
68046	PAK1	ENSP00000348696	ENSP00000366719	592	606	0.8	MT
68047	PAK1	ENSP00000348696	ENSP00000395132	155	169	0.78	MT
68048	PAK1	ENSP00000348696	ENSP00000358809	781	795	0.84	MT
68049	PAK1	ENSP00000348696	ENSP00000448018	NA	NA	0.85	MT
68050	PAK1	ENSP00000348696	ENSP00000384978	385	399	0.82	MT
68051	PAK1	ENSP00000348696	ENSP00000464656	291	305	0.81	MT
68052	PAK1	ENSP00000348696	ENSP00000385196	368	382	0.86	MT
68053	PAK1	ENSP00000348696	ENSP00000186436	1856	1870	0.79	MT
68054	PAK1	ENSP00000348696	ENSP00000476432	974	988	0.81	MT
68055	PAK1	ENSP00000348696	ENSP00000419201	510	524	0.82	MT
68056	PAK1	ENSP00000348696	ENSP00000387186	757	771	0.09	MT
68058	PAK1	ENSP00000348696	ENSP00000230099	312	326	0.8	MT
68059	PAK1	ENSP00000348696	ENSP00000437327	313	327	0.85	MT
68060	PAK1	ENSP00000348696	ENSP00000422166	1102	1116	0.8	MT
68061	PAK1	ENSP00000348696	ENSP00000344002	998	1012	0.79	MT
68062	PAK1	ENSP00000348696	ENSP00000358802	42	56	0.78	MT
68063	PAK1	ENSP00000348696	ENSP00000433663	349	363	0.77	MT
68064	PAK1	ENSP00000348696	ENSP00000427567	888	902	0.81	MT
68065	PAK1	ENSP00000348696	ENSP00000216181	1908	1922	0.77	MT
68066	PAK1	ENSP00000348696	ENSP00000362512	1003	1017	0.79	MT
68067	PAK1	ENSP00000348696	ENSP00000363560	370	384	0.79	MT
68068	PAK1	ENSP00000348696	ENSP00000472036	411	425	0.8	MT
68069	PAK1	ENSP00000348696	ENSP00000317125	525	539	0.79	MT
68070	PAK1	ENSP00000348696	ENSP00000431265	382	396	0.79	MT
68071	PAK1	ENSP00000348696	ENSP00000392638	351	365	0.82	MT
68072	PAK1	ENSP00000348696	ENSP00000471756	334	348	0.79	MT
68073	PAK1	ENSP00000348696	ENSP00000471756	306	320	0.78	MT
68074	PAK1	ENSP00000348696	ENSP00000468491	340	354	0.77	MT
68076	PAK1	ENSP00000348696	ENSP00000425222	157	171	0.8	MT
68077	PAK1	ENSP00000348696	ENSP00000319305	204	218	0.78	MT
68078	PAK1	ENSP00000348696	ENSP00000356075	344	358	0.8	MT
68079	PAK1	ENSP00000348696	ENSP00000347224	43	57	0.12	MT
68080	PAK1	ENSP00000348696	ENSP00000416797	834	848	0.81	MT
68081	PAK1	ENSP00000348696	ENSP00000390814	299	313	0.78	MT
68082	PAK1	ENSP00000348696	ENSP00000391344	677	691	0.15	MT
68083	PAK1	ENSP00000348696	ENSP00000421771	458	472	0.82	MT
68084	PAK1	ENSP00000348696	ENSP00000345893	187	201	0.82	MT
68085	PAK1	ENSP00000348696	ENSP00000394989	307	321	0.81	MT
68086	PAK1	ENSP00000348696	ENSP00000400673	254	268	0.81	MT
68087	PAK1	ENSP00000348696	ENSP00000362781	491	505	0.84	MT
68088	PAK1	ENSP00000348696	ENSP00000412382	699	713	0.83	MT
68089	PAK1	ENSP00000348696	ENSP00000442102	372	386	0.62	MT
68090	PAK1	ENSP00000348696	ENSP00000347028	NA	NA	0.13	MT
68091	PAK1	ENSP00000348696	ENSP00000442588	13	27	0.82	MT
68092	PAK1	ENSP00000348696	ENSP00000263847	233	247	0.8	MT
68093	PAK1	ENSP00000348696	ENSP00000264010	511	525	0.77	MT
68094	PAK1	ENSP00000348696	ENSP00000382091	354	368	0.83	MT
68095	PAK1	ENSP00000348696	ENSP00000464268	210	224	0.8	MT
68096	PAK1	ENSP00000348696	ENSP00000366488	191	205	0.79	MT
68097	PAK1	ENSP00000348696	ENSP00000357129	1160	1174	0.77	MT
68098	PAK1	ENSP00000348696	ENSP00000437311	512	526	0.82	MT
68099	PAK1	ENSP00000348696	ENSP00000262113	70	84	0.82	MT
68100	PAK1	ENSP00000348696	ENSP00000352567	331	345	0.76	MT
68101	PAK1	ENSP00000348696	ENSP00000414099	411	425	0.81	MT
68102	PAK2	ENSP00000314067	ENSP00000441817	521	535	0.4	MT
68103	PAK2	ENSP00000314067	ENSP00000436773	2087	2101	0.39	MT
68104	PAK2	ENSP00000314067	ENSP00000458230	943	957	0.38	MT
68105	PAK2	ENSP00000314067	ENSP00000447328	119	133	0.42	MT
68106	PAK2	ENSP00000314067	ENSP00000392674	1114	1128	0.41	MT
68107	PAK2	ENSP00000314067	ENSP00000252979	519	533	0.42	MT
68108	PAK2	ENSP00000314067	ENSP00000338934	105	119	0.19	MT
68109	PAK2	ENSP00000314067	ENSP00000244050	239	253	0.41	MT
68110	PAK2	ENSP00000314067	ENSP00000393256	625	639	0.42	MT
68111	PAK2	ENSP00000314067	ENSP00000257189	380	394	0.4	MT
68112	PAK2	ENSP00000314067	ENSP00000312411	541	555	0.43	MT
68114	PAK2	ENSP00000314067	ENSP00000302139	747	761	0.39	MT
68115	PAK2	ENSP00000314067	ENSP00000386523	187	201	0.18	MT
68116	PAK2	ENSP00000314067	ENSP00000358263	629	643	0.4	MT
68117	PAK2	ENSP00000314067	ENSP00000394524	1093	1107	0.38	MT
68118	PAK2	ENSP00000314067	ENSP00000444262	2240	2254	0.2	MT
68119	PAK2	ENSP00000314067	ENSP00000404285	117	131	0.4	MT
68121	PAK2	ENSP00000314067	ENSP00000366244	578	592	0.41	MT
68122	PAK2	ENSP00000314067	ENSP00000402373	181	195	0.4	MT
68123	PAK2	ENSP00000314067	ENSP00000459045	125	139	0.44	MT
68124	PAK2	ENSP00000314067	ENSP00000438508	8345	8359	0.18	MT
68125	PAK2	ENSP00000314067	ENSP00000379212	165	179	0.41	MT
68126	PAK2	ENSP00000314067	ENSP00000410587	542	556	0.21	MT
68128	PAK2	ENSP00000314067	ENSP00000339125	348	362	0.41	MT
68129	PAK2	ENSP00000314067	ENSP00000363617	564	578	0.43	MT
68130	PAK2	ENSP00000314067	ENSP00000429344	267	281	0.42	MT
68132	PAK2	ENSP00000314067	ENSP00000446100	700	714	0.42	MT
68133	PAK2	ENSP00000314067	ENSP00000350073	588	602	0.42	MT
68134	PAK2	ENSP00000314067	ENSP00000412279	425	439	0.4	MT
68135	PAK2	ENSP00000314067	ENSP00000359987	318	332	0.43	MT
68136	PAK2	ENSP00000314067	ENSP00000394668	306	320	0.39	MT
68137	PAK2	ENSP00000314067	ENSP00000220676	127	141	0.38	MT
68138	PAK2	ENSP00000314067	ENSP00000425986	274	288	0.19	MT
68139	PAK2	ENSP00000314067	ENSP00000251091	NA	NA	0.39	MT
68140	PAK2	ENSP00000314067	ENSP00000251091	NA	NA	0.55	MT
68141	PAK2	ENSP00000314067	ENSP00000346667	1578	1592	0.2	MT
68142	PAK2	ENSP00000314067	ENSP00000356266	1007	1021	0.41	MT
68143	PAK2	ENSP00000314067	ENSP00000369894	163	177	0.42	MT
68144	PAK2	ENSP00000314067	ENSP00000221455	298	312	0.39	MT
68146	PAK2	ENSP00000314067	ENSP00000300278	1985	1999	0.39	MT
68147	PAK2	ENSP00000314067	ENSP00000365175	1076	1090	0.41	MT
68148	PAK2	ENSP00000314067	ENSP00000377334	152	166	0.4	MT
68149	PAK2	ENSP00000314067	ENSP00000395483	128	142	0.41	MT
68150	PAK2	ENSP00000314067	ENSP00000457501	424	438	0.18	MT
